recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion,customer_types,customer_types
10,88.42,0,1,2,1,1,-1,0,2,2
1,737.48,1,1,1,1,2,1,0,2,2
2,29.99,1,0,2,1,1,1,0,2,2
8,278.19,0,1,3,0,1,0,0,0,0
3,282.47,1,0,3,1,1,1,0,2,2
10,32.98,1,0,3,0,2,1,0,2,2
4,130.6,0,1,2,1,1,-1,0,2,2
9,239.91,0,1,3,0,2,0,0,0,0
1,37.35,0,1,2,0,2,-1,0,2,2
3,70.97,0,1,3,1,1,-1,0,2,2
4,296.25,1,0,1,0,2,0,1,1,1
11,378.57,0,1,2,0,1,-1,1,3,3
4,364.76,0,1,1,0,1,0,0,0,0
5,404.83,1,0,2,1,1,-1,0,2,2
9,491.91,1,0,1,0,1,0,0,0,0
3,126.77,1,0,1,0,1,0,0,0,0
9,31.26,1,0,2,1,1,1,0,2,2
7,108.76,0,1,2,1,1,0,0,0,0
7,452.13,1,0,1,0,3,0,0,0,0
8,67.97,0,1,1,0,1,0,0,0,0
2,416.4,0,1,1,1,3,0,0,0,0
6,126.57,0,1,1,0,2,-1,0,2,2
11,128.81,0,1,1,0,2,1,0,2,2
1,690.83,0,1,1,1,3,0,0,0,0
10,29.99,0,1,3,1,2,0,0,0,0
1,73.53,1,0,1,0,2,0,0,0,0
4,600.38,0,1,3,1,1,1,0,2,2
1,275.22,1,0,1,0,1,-1,0,2,2
11,229.73,0,1,2,1,2,-1,0,2,2
6,181.09,1,0,1,1,2,1,0,2,2
10,187.45,1,0,1,1,1,-1,0,2,2
9,75.32,0,1,3,1,2,-1,0,2,2
1,777.09,0,1,2,1,2,-1,0,2,2
4,212.75,0,1,2,1,1,-1,0,2,2
5,29.99,0,1,1,1,2,1,0,2,2
4,335.07,0,1,1,0,1,1,1,3,3
1,327.72,1,0,2,0,1,1,0,2,2
11,59.09,1,0,3,1,2,1,0,2,2
9,34.91,0,1,2,0,1,0,0,0,0
10,183.34,0,1,2,1,1,1,0,2,2
10,142.4,1,0,1,1,2,-1,0,2,2
10,29.99,0,1,1,1,2,0,0,0,0
9,36.85,1,0,3,0,2,1,0,2,2
8,29.99,1,0,1,1,1,0,0,0,0
10,29.99,1,0,1,0,1,1,0,2,2
4,146.98,1,0,2,0,2,1,1,3,3
3,63.73,0,1,2,0,2,0,0,0,0
3,77.45,1,0,3,0,1,0,0,0,0
12,43.16,1,0,1,1,1,-1,0,2,2
2,352.37,0,1,1,0,3,1,0,2,2
4,29.99,0,1,3,1,2,0,1,1,1
12,520.15,1,1,3,1,3,1,0,2,2
10,85.21,1,0,1,1,1,1,0,2,2
3,126.96,0,1,1,1,1,-1,0,2,2
7,101.92,1,0,3,0,2,-1,0,2,2
4,185.31,1,0,2,1,2,0,0,0,0
1,233.92,1,0,3,0,1,0,1,1,1
4,254.27,1,0,2,0,3,1,0,2,2
10,29.99,0,1,1,1,2,1,0,2,2
3,330.02,0,1,2,1,1,1,0,2,2
1,29.99,0,1,1,0,1,1,0,2,2
9,106.61,1,0,1,0,1,1,0,2,2
4,426.37,1,1,3,1,3,-1,0,2,2
10,400.73,1,1,1,0,1,0,0,0,0
9,29.99,0,1,1,1,1,-1,0,2,2
2,254.19,1,0,2,1,3,0,0,0,0
9,127.62,0,1,1,1,2,1,0,2,2
5,57.26,0,1,1,1,1,1,0,2,2
3,60.38,0,1,1,1,2,0,0,0,0
9,29.99,0,1,2,1,2,0,0,0,0
10,151.42,1,0,1,0,2,1,0,2,2
3,29.99,0,1,1,0,2,0,0,0,0
4,639.17,1,0,1,1,1,0,0,0,0
4,354.87,1,0,1,0,1,-1,1,3,3
11,214.44,1,0,2,0,1,0,0,0,0
7,203.66,1,0,2,1,3,-1,0,2,2
10,284.59,1,0,1,0,1,0,0,0,0
10,429.63,0,1,2,0,2,0,0,0,0
4,204.11,0,1,1,1,2,1,0,2,2
3,1357.3,0,1,1,1,1,0,0,0,0
3,190.76,1,0,1,1,2,-1,0,2,2
6,29.99,1,0,2,1,1,1,0,2,2
2,37.07,1,0,3,0,1,0,0,0,0
9,82.67,1,0,1,0,1,0,1,1,1
9,29.99,0,1,2,0,1,1,0,2,2
6,54.71,0,1,3,0,1,-1,0,2,2
8,52.0,1,0,2,0,1,-1,1,3,3
4,53.42,0,1,1,0,2,-1,0,2,2
4,198.0,0,1,2,1,1,0,0,0,0
2,29.99,1,0,2,0,1,1,0,2,2
6,183.4,0,1,1,0,2,0,0,0,0
6,328.42,0,1,1,1,3,0,0,0,0
4,55.19,0,1,1,1,2,-1,1,3,3
9,29.99,1,0,2,1,1,1,1,3,3
9,29.99,1,0,2,1,2,-1,0,2,2
4,249.04,0,1,2,1,2,0,0,0,0
1,197.58,0,1,2,1,1,-1,0,2,2
2,304.13,0,1,1,0,2,-1,0,2,2
4,265.41,1,1,1,1,1,1,0,2,2
9,123.42,1,0,1,1,2,1,0,2,2
6,284.88,1,0,2,0,2,1,1,3,3
1,141.08,0,1,2,1,2,1,1,3,3
11,119.51,1,0,3,1,2,-1,0,2,2
1,92.4,0,1,2,1,1,-1,0,2,2
11,77.84,0,1,2,1,2,0,0,0,0
8,592.46,1,1,2,1,3,-1,0,2,2
3,971.02,0,1,2,1,2,-1,0,2,2
8,740.23,1,1,1,1,2,1,1,3,3
5,437.68,1,0,1,0,1,0,0,0,0
7,29.99,0,1,2,0,1,1,1,3,3
5,91.51,0,1,1,0,2,0,0,0,0
10,207.78,0,1,1,1,2,1,0,2,2
4,176.52,1,0,2,0,2,-1,0,2,2
4,510.36,1,0,3,1,1,0,0,0,0
1,660.87,0,1,1,1,1,-1,1,3,3
2,495.72,1,1,1,0,1,1,0,2,2
1,29.99,0,1,2,1,2,1,0,2,2
6,311.21,1,1,1,0,1,0,1,1,1
3,29.99,1,0,1,0,1,-1,0,2,2
10,286.95,1,0,1,1,2,1,0,2,2
3,35.5,1,0,3,1,1,1,0,2,2
2,332.15,1,0,1,0,3,-1,0,2,2
6,203.59,0,1,2,0,2,0,0,0,0
11,68.35,1,0,3,1,1,-1,0,2,2
1,397.08,0,1,2,0,2,0,0,0,0
3,291.43,1,0,1,0,2,0,0,0,0
10,76.92,1,0,1,0,2,0,0,0,0
2,668.66,0,1,2,1,3,1,0,2,2
4,53.0,0,1,2,0,2,1,0,2,2
6,123.53,1,0,3,0,2,0,1,1,1
2,316.31,0,1,1,0,1,0,0,0,0
9,666.12,1,0,3,1,3,-1,0,2,2
11,41.63,1,0,2,0,2,0,0,0,0
12,334.04,0,1,1,0,2,1,0,2,2
1,276.07,0,1,1,1,2,1,1,3,3
1,29.99,0,1,2,1,1,0,1,1,1
12,333.49,1,1,3,0,2,1,0,2,2
6,94.27,0,1,2,1,1,0,0,0,0
3,297.88,0,1,3,0,2,0,1,1,1
4,29.99,1,0,1,0,2,0,1,1,1
7,38.82,1,0,1,1,1,1,0,2,2
1,29.99,1,0,2,0,2,0,0,0,0
2,118.65,1,0,3,0,1,0,0,0,0
5,155.89,0,1,1,0,1,1,0,2,2
12,517.59,1,0,3,1,2,1,0,2,2
1,344.05,1,1,1,0,1,-1,0,2,2
1,106.84,1,0,1,0,1,1,0,2,2
12,423.61,1,0,3,0,3,1,0,2,2
3,346.88,1,1,2,0,2,-1,1,3,3
5,466.7,1,1,3,0,1,0,0,0,0
2,549.03,0,1,3,1,1,-1,0,2,2
5,70.18,1,0,1,0,2,1,1,3,3
4,457.54,0,1,3,1,2,-1,0,2,2
8,153.34,0,1,1,1,2,0,0,0,0
10,82.81,0,1,2,0,1,0,0,0,0
1,1680.67,1,0,1,1,2,1,0,2,2
2,29.99,1,0,1,0,1,1,0,2,2
9,49.91,0,1,1,1,1,1,0,2,2
3,161.81,0,1,1,1,1,0,0,0,0
10,29.99,1,0,3,1,2,0,1,1,1
6,244.99,1,1,3,0,1,-1,0,2,2
4,29.99,1,0,3,0,1,0,0,0,0
1,579.9,0,1,1,1,3,1,0,2,2
1,161.05,1,0,2,0,1,1,0,2,2
10,352.23,1,1,2,0,2,0,0,0,0
7,123.32,0,1,1,0,2,1,0,2,2
2,29.99,1,0,1,1,2,1,0,2,2
8,43.11,0,1,2,0,2,0,0,0,0
1,431.19,1,0,1,0,3,-1,0,2,2
3,179.88,0,1,1,1,2,1,0,2,2
3,71.68,0,1,1,1,1,-1,0,2,2
5,233.71,0,1,2,0,1,-1,1,3,3
3,572.3,1,0,1,1,1,-1,1,3,3
2,29.99,0,1,1,1,1,0,1,1,1
7,243.47,1,0,2,1,1,-1,0,2,2
10,536.91,0,1,1,1,3,0,0,0,0
1,56.16,1,0,2,0,2,0,0,0,0
10,144.18,0,1,2,1,2,1,0,2,2
9,29.99,1,0,1,1,1,0,0,0,0
1,84.61,1,0,1,0,1,1,0,2,2
4,354.32,0,1,1,1,1,-1,1,3,3
2,326.2,1,0,2,1,2,0,1,1,1
1,537.89,1,0,2,1,1,-1,0,2,2
3,494.56,0,1,1,1,3,-1,1,3,3
11,64.85,1,0,1,1,2,0,0,0,0
5,102.25,1,0,1,0,1,0,0,0,0
3,136.14,1,0,1,0,1,1,0,2,2
2,623.14,1,1,1,1,3,1,1,3,3
7,29.99,1,0,2,0,1,0,0,0,0
10,186.47,0,1,3,1,1,0,0,0,0
4,83.93,1,0,1,1,2,0,0,0,0
11,262.99,1,1,1,0,1,1,1,3,3
8,156.49,1,0,2,0,1,-1,0,2,2
2,31.29,0,1,3,1,1,1,0,2,2
11,112.1,0,1,3,0,2,0,1,1,1
3,137.23,0,1,2,0,2,1,0,2,2
12,94.52,1,0,1,1,1,0,0,0,0
4,1587.28,1,1,2,1,1,-1,0,2,2
9,629.67,1,0,1,1,3,0,0,0,0
5,159.41,0,1,1,1,2,1,1,3,3
6,38.99,1,0,1,1,2,0,0,0,0
10,54.75,1,0,2,1,2,0,0,0,0
5,62.83,1,0,2,0,1,-1,0,2,2
9,413.92,1,0,3,1,2,1,0,2,2
10,72.8,0,1,1,1,1,0,0,0,0
2,186.87,1,0,1,0,2,-1,0,2,2
10,101.22,0,1,2,1,2,0,0,0,0
6,964.65,0,1,1,1,3,-1,0,2,2
10,29.99,0,1,3,0,1,0,0,0,0
1,29.99,0,1,1,0,1,1,0,2,2
1,244.12,1,1,3,1,1,1,0,2,2
8,246.37,0,1,1,0,1,0,0,0,0
1,239.0,1,0,1,1,1,-1,1,3,3
2,29.99,0,1,2,0,1,1,1,3,3
3,35.92,1,0,2,1,2,0,0,0,0
9,254.68,1,1,2,1,2,1,0,2,2
12,284.54,1,1,1,0,1,-1,0,2,2
10,29.99,0,1,2,0,1,0,0,0,0
7,345.91,1,0,1,0,2,1,0,2,2
2,75.43,1,0,1,0,2,1,0,2,2
8,364.03,0,1,2,0,2,1,0,2,2
11,29.99,1,0,2,1,2,-1,0,2,2
9,289.89,1,1,2,0,2,-1,0,2,2
1,147.47,0,1,2,0,2,-1,0,2,2
6,93.71,0,1,1,0,2,0,0,0,0
2,607.57,0,1,1,1,1,-1,0,2,2
3,542.93,0,1,1,1,2,0,0,0,0
6,35.04,0,1,1,0,2,-1,0,2,2
6,910.27,1,1,1,1,3,0,0,0,0
10,133.83,1,0,2,0,1,1,0,2,2
4,233.23,0,1,3,0,1,0,1,1,1
6,29.99,1,0,3,1,1,1,0,2,2
4,106.06,1,0,1,1,2,0,0,0,0
2,723.99,1,0,3,1,1,1,0,2,2
11,748.25,1,1,1,1,1,1,0,2,2
11,216.77,1,0,2,0,1,0,0,0,0
7,68.86,0,1,1,0,2,0,0,0,0
2,194.85,0,1,2,0,1,0,0,0,0
8,64.39,1,0,2,1,2,1,0,2,2
10,142.19,1,0,2,1,1,1,0,2,2
9,219.47,1,1,1,0,2,-1,0,2,2
6,670.63,0,1,2,1,3,1,0,2,2
1,248.71,1,0,2,1,2,0,0,0,0
4,138.06,0,1,1,0,1,1,1,3,3
2,35.47,1,0,1,0,1,-1,0,2,2
9,180.9,1,0,3,1,1,1,0,2,2
5,122.66,1,0,3,0,1,-1,0,2,2
9,29.99,1,0,1,1,2,1,0,2,2
10,69.94,1,0,1,1,1,0,0,0,0
9,69.22,0,1,2,0,1,1,0,2,2
3,185.3,0,1,3,0,1,1,0,2,2
12,97.16,0,1,1,0,2,1,0,2,2
9,233.51,0,1,1,0,2,0,0,0,0
9,143.0,0,1,1,0,2,0,0,0,0
11,46.01,1,0,1,1,1,1,0,2,2
1,878.42,0,1,1,1,1,1,0,2,2
5,730.87,1,1,2,1,2,1,0,2,2
10,301.24,1,0,2,0,1,-1,0,2,2
2,216.59,1,0,2,0,3,1,0,2,2
11,117.37,0,1,1,1,2,-1,0,2,2
3,283.3,0,1,3,0,2,1,0,2,2
3,29.99,1,0,2,0,2,1,0,2,2
9,69.73,0,1,1,0,1,1,1,3,3
11,160.47,0,1,1,0,1,1,0,2,2
3,795.06,0,1,1,1,3,0,1,1,1
6,812.25,0,1,2,1,1,1,0,2,2
6,154.4,1,0,1,1,2,1,0,2,2
8,475.99,1,0,3,1,1,-1,0,2,2
8,41.3,0,1,1,1,2,-1,1,3,3
7,508.3,1,1,1,1,3,0,0,0,0
5,430.19,1,0,3,0,3,1,0,2,2
1,138.27,0,1,2,1,2,-1,0,2,2
4,83.8,1,0,2,1,2,-1,0,2,2
1,360.75,1,0,1,1,1,1,1,3,3
8,138.59,0,1,1,1,2,-1,0,2,2
3,29.99,1,0,1,1,1,-1,0,2,2
11,39.24,1,0,1,0,1,0,0,0,0
10,189.89,1,0,1,0,1,1,1,3,3
4,457.0,0,1,1,0,2,1,0,2,2
4,29.99,1,0,1,1,2,0,0,0,0
3,29.99,1,0,1,0,2,1,0,2,2
7,53.89,0,1,2,1,2,0,0,0,0
2,345.82,1,0,2,0,2,-1,0,2,2
10,166.5,1,0,1,0,1,1,0,2,2
2,177.05,0,1,1,0,2,0,0,0,0
7,29.99,1,0,2,1,2,1,0,2,2
2,94.27,0,1,2,1,1,-1,0,2,2
2,86.08,1,0,1,0,1,-1,1,3,3
5,1311.18,1,1,1,1,1,1,1,3,3
8,29.99,0,1,3,1,2,-1,0,2,2
2,238.34,0,1,3,1,2,1,0,2,2
10,29.99,1,0,1,0,2,-1,0,2,2
8,453.27,1,1,2,0,1,1,0,2,2
12,213.27,1,0,3,1,1,-1,0,2,2
10,321.64,1,1,3,0,2,1,0,2,2
1,720.17,1,1,2,1,2,-1,0,2,2
5,393.02,0,1,2,1,2,1,0,2,2
2,84.89,0,1,2,0,1,1,0,2,2
6,466.82,1,1,3,1,3,-1,0,2,2
7,111.98,1,0,3,1,2,-1,1,3,3
7,402.41,1,0,3,1,1,1,1,3,3
2,612.1,1,1,1,1,2,-1,0,2,2
5,260.06,0,1,1,0,2,1,0,2,2
1,30.82,1,0,1,0,2,1,0,2,2
10,277.88,0,1,3,0,2,-1,0,2,2
10,206.22,0,1,2,0,3,1,0,2,2
10,155.25,0,1,2,0,1,-1,0,2,2
5,259.66,1,0,2,1,1,1,1,3,3
1,54.8,1,0,1,1,2,-1,0,2,2
7,78.06,0,1,2,0,2,-1,0,2,2
1,46.41,1,0,2,0,2,0,0,0,0
1,298.56,1,0,2,0,1,0,0,0,0
2,181.58,0,1,1,1,2,-1,0,2,2
5,826.64,0,1,3,1,3,1,0,2,2
8,539.55,1,0,1,1,3,-1,0,2,2
6,482.17,0,1,2,0,3,1,0,2,2
2,378.44,0,1,3,0,3,1,0,2,2
12,82.03,1,0,1,0,1,-1,0,2,2
9,356.53,1,0,2,0,2,0,0,0,0
4,746.34,1,0,2,1,3,0,0,0,0
1,35.72,0,1,1,1,1,0,0,0,0
12,171.43,0,1,1,0,2,0,0,0,0
1,678.56,1,1,2,1,1,1,0,2,2
9,210.15,1,0,2,1,2,1,0,2,2
10,81.52,1,0,2,0,2,1,0,2,2
1,388.27,0,1,1,0,2,0,0,0,0
9,224.61,1,1,3,0,1,1,1,3,3
3,296.16,0,1,2,1,3,-1,1,3,3
7,197.39,0,1,1,0,2,-1,0,2,2
4,37.44,0,1,2,0,2,1,0,2,2
11,51.31,0,1,2,1,1,-1,0,2,2
9,105.19,1,0,1,0,1,-1,0,2,2
12,282.65,1,1,3,0,1,1,1,3,3
9,29.99,0,1,1,1,1,-1,0,2,2
10,258.73,1,0,1,1,2,1,0,2,2
4,78.68,0,1,2,0,2,-1,0,2,2
9,71.73,1,0,1,1,1,0,0,0,0
10,121.82,1,0,1,0,2,1,0,2,2
10,137.09,0,1,1,0,2,1,0,2,2
8,357.09,1,0,2,0,1,0,0,0,0
1,947.34,1,0,2,1,2,-1,0,2,2
2,29.99,0,1,3,1,2,0,0,0,0
2,29.99,0,1,2,0,2,1,1,3,3
3,110.97,1,0,2,0,2,1,1,3,3
1,804.59,0,1,2,1,2,-1,0,2,2
10,330.42,0,1,1,0,2,-1,1,3,3
10,29.99,1,0,3,0,1,-1,0,2,2
3,29.99,0,1,2,1,1,0,0,0,0
11,161.64,1,0,3,0,2,1,0,2,2
9,233.59,0,1,1,0,1,-1,1,3,3
3,581.87,0,1,1,1,2,1,0,2,2
4,36.61,1,0,1,1,1,-1,0,2,2
5,415.49,0,1,1,0,2,0,1,1,1
4,29.99,1,0,2,0,2,-1,0,2,2
3,355.9,0,1,2,1,2,1,0,2,2
12,86.44,1,0,1,0,2,0,0,0,0
12,29.99,1,0,1,0,1,1,0,2,2
3,302.06,1,1,2,1,3,0,0,0,0
9,869.9,0,1,2,1,3,-1,0,2,2
2,208.47,1,0,3,1,2,0,0,0,0
6,275.53,1,1,2,1,2,0,1,1,1
10,104.38,0,1,2,1,1,1,0,2,2
3,365.79,0,1,1,0,2,-1,0,2,2
10,29.99,1,0,1,0,2,0,0,0,0
11,373.61,1,0,1,0,3,-1,0,2,2
4,61.85,1,0,3,0,2,-1,0,2,2
8,48.22,0,1,1,0,1,0,1,1,1
1,110.41,1,0,2,0,2,1,0,2,2
6,256.14,0,1,2,1,1,-1,1,3,3
11,322.53,0,1,2,0,3,0,0,0,0
2,1616.97,1,1,3,1,3,0,0,0,0
4,29.99,1,0,2,0,2,0,0,0,0
5,89.7,1,0,2,0,2,-1,0,2,2
4,57.36,1,0,2,1,2,-1,0,2,2
9,122.13,1,0,2,1,2,0,0,0,0
10,100.22,1,0,2,1,1,1,0,2,2
4,271.79,0,1,1,0,2,0,0,0,0
2,755.48,0,1,2,1,2,1,0,2,2
4,157.49,1,0,2,0,1,1,0,2,2
11,135.82,1,0,2,0,1,0,0,0,0
4,739.8,1,1,2,1,3,-1,0,2,2
2,276.16,1,1,1,0,3,-1,0,2,2
5,97.95,0,1,1,1,1,1,1,3,3
9,178.98,1,0,1,0,2,0,0,0,0
4,120.72,0,1,2,1,2,0,0,0,0
9,147.14,0,1,1,1,2,-1,0,2,2
2,610.64,1,1,1,1,3,-1,0,2,2
12,385.77,0,1,1,0,3,0,0,0,0
4,418.64,0,1,1,0,1,-1,0,2,2
3,95.15,1,0,2,0,2,-1,0,2,2
1,334.06,1,1,1,0,1,1,0,2,2
10,29.99,0,1,3,0,1,-1,0,2,2
8,223.89,1,0,3,0,3,0,0,0,0
9,60.15,0,1,1,0,1,-1,0,2,2
4,93.94,1,0,3,1,2,-1,0,2,2
9,29.99,0,1,1,0,2,0,1,1,1
1,41.86,1,0,2,1,1,1,1,3,3
6,88.39,1,0,1,0,1,0,0,0,0
3,835.36,0,1,1,1,2,0,0,0,0
6,29.99,0,1,2,1,2,0,0,0,0
11,29.99,1,0,1,0,2,0,0,0,0
4,378.12,1,0,2,0,2,0,0,0,0
6,195.31,0,1,2,0,1,0,0,0,0
1,734.05,1,1,1,1,2,-1,1,3,3
10,29.99,0,1,1,0,1,-1,1,3,3
2,525.13,1,1,1,1,2,1,0,2,2
1,1516.24,1,1,2,1,3,0,1,1,1
5,153.72,1,0,3,1,2,-1,0,2,2
1,192.33,1,0,1,0,2,1,0,2,2
12,84.1,0,1,1,0,2,0,0,0,0
3,309.39,1,1,2,0,2,1,0,2,2
9,591.72,0,1,1,1,2,1,0,2,2
1,394.11,1,0,1,0,1,1,0,2,2
2,88.33,1,0,2,0,2,-1,0,2,2
4,139.81,1,0,1,0,2,0,0,0,0
2,251.89,1,1,2,0,2,1,0,2,2
5,96.95,1,0,2,1,2,-1,0,2,2
2,260.1,1,0,2,0,3,-1,0,2,2
4,80.21,1,0,1,0,2,0,0,0,0
10,61.87,1,0,2,0,2,-1,0,2,2
10,312.3,1,1,1,1,3,-1,0,2,2
2,65.08,1,0,2,0,2,1,0,2,2
2,512.81,1,1,2,1,1,1,1,3,3
8,29.99,1,0,2,1,1,0,0,0,0
4,154.71,1,0,1,0,2,0,0,0,0
9,29.99,0,1,3,1,2,1,0,2,2
4,31.79,1,0,1,0,1,0,0,0,0
4,29.99,1,0,1,1,2,-1,0,2,2
1,386.11,1,1,2,0,3,-1,0,2,2
8,29.99,0,1,1,1,1,0,0,0,0
11,413.38,0,1,1,0,2,-1,0,2,2
10,29.99,0,1,1,1,2,1,0,2,2
1,499.51,0,1,1,0,1,-1,0,2,2
6,235.44,0,1,1,1,1,0,0,0,0
11,386.09,0,1,2,0,2,-1,1,3,3
4,29.99,1,0,1,1,2,1,0,2,2
7,171.12,1,0,1,1,1,-1,0,2,2
11,209.43,1,0,2,0,3,-1,0,2,2
2,58.37,0,1,1,0,1,-1,0,2,2
9,29.99,1,0,1,1,1,0,0,0,0
3,701.61,0,1,2,1,2,-1,0,2,2
1,211.78,1,0,1,0,1,0,1,1,1
12,355.7,1,1,2,0,2,0,0,0,0
1,108.52,0,1,1,0,1,0,0,0,0
1,275.15,1,0,1,0,1,1,0,2,2
5,112.84,0,1,3,1,2,-1,0,2,2
1,431.18,1,0,2,0,1,0,0,0,0
11,146.82,1,0,3,0,1,0,0,0,0
10,501.61,1,0,2,1,3,0,0,0,0
5,29.99,1,0,2,0,1,0,0,0,0
1,315.96,1,1,1,0,1,1,0,2,2
10,72.86,1,0,1,0,1,1,0,2,2
2,150.18,1,0,1,1,2,-1,0,2,2
8,101.67,1,0,3,0,2,0,0,0,0
8,259.22,0,1,2,0,3,-1,0,2,2
10,29.99,0,1,1,1,2,1,0,2,2
2,954.99,1,0,1,1,2,1,1,3,3
10,499.39,1,1,2,1,3,0,0,0,0
6,198.02,1,0,2,0,1,-1,0,2,2
4,64.66,1,0,1,0,2,-1,0,2,2
9,220.22,0,1,2,1,3,1,0,2,2
1,803.7,0,1,3,1,1,1,0,2,2
3,479.97,1,0,2,0,3,0,0,0,0
2,721.66,1,1,1,1,1,0,0,0,0
8,109.92,0,1,1,1,1,-1,1,3,3
6,259.56,1,0,1,0,1,0,0,0,0
7,156.15,1,0,1,0,1,1,0,2,2
11,261.37,1,0,2,0,2,1,1,3,3
11,96.07,1,0,1,1,2,0,0,0,0
8,76.94,1,0,1,0,2,0,0,0,0
1,196.63,0,1,1,1,2,1,1,3,3
6,422.02,1,1,3,1,3,1,1,3,3
11,29.99,1,0,1,1,1,-1,1,3,3
9,205.35,1,0,1,1,3,-1,0,2,2
10,312.81,1,0,1,0,1,-1,0,2,2
12,320.73,1,0,2,0,2,1,0,2,2
3,141.9,1,0,2,1,1,1,0,2,2
2,80.09,1,0,2,0,1,-1,0,2,2
1,29.99,1,0,3,0,1,1,0,2,2
11,190.92,1,0,1,1,1,0,0,0,0
8,65.03,0,1,2,0,2,0,0,0,0
7,38.9,0,1,1,1,1,1,0,2,2
1,77.01,1,0,1,1,2,1,0,2,2
1,355.54,0,1,2,0,2,1,0,2,2
10,96.09,0,1,2,1,1,0,0,0,0
3,181.31,0,1,1,1,1,-1,0,2,2
6,265.35,1,1,1,0,3,-1,0,2,2
3,236.07,1,0,2,0,3,1,0,2,2
7,290.61,1,0,1,0,3,0,0,0,0
7,159.23,0,1,3,1,1,0,0,0,0
9,160.2,0,1,1,0,1,0,0,0,0
1,441.14,1,1,1,0,1,1,0,2,2
4,80.5,1,0,1,1,1,0,0,0,0
11,72.89,0,1,1,0,1,-1,0,2,2
6,143.6,1,0,1,1,1,1,1,3,3
4,39.89,0,1,3,1,2,0,0,0,0
3,277.17,1,0,2,1,3,1,1,3,3
6,36.64,0,1,2,1,1,1,0,2,2
1,51.27,1,0,3,0,1,0,0,0,0
3,346.57,0,1,1,0,2,0,0,0,0
2,165.23,1,0,1,1,1,-1,0,2,2
6,42.23,0,1,2,0,2,-1,0,2,2
7,145.81,0,1,1,1,2,-1,1,3,3
8,300.72,1,1,1,0,1,-1,1,3,3
2,59.6,0,1,2,0,1,-1,0,2,2
2,149.66,1,0,1,1,1,0,0,0,0
4,85.82,1,0,2,1,2,-1,0,2,2
5,29.99,1,0,1,0,2,0,0,0,0
10,29.99,1,0,2,0,2,1,0,2,2
5,34.35,0,1,1,0,1,1,0,2,2
2,155.65,1,0,3,0,1,-1,0,2,2
6,324.77,0,1,2,1,1,0,1,1,1
3,109.52,0,1,1,0,1,-1,0,2,2
3,29.99,0,1,2,0,2,0,0,0,0
11,254.28,1,0,2,1,2,-1,1,3,3
11,29.99,0,1,2,1,1,1,0,2,2
3,142.6,1,0,1,1,2,1,0,2,2
10,63.12,1,0,3,0,2,0,0,0,0
12,252.59,0,1,2,0,1,1,0,2,2
1,165.05,1,0,1,0,1,1,0,2,2
9,29.99,1,0,1,1,1,0,0,0,0
9,153.72,1,0,1,0,2,0,0,0,0
10,29.99,1,0,1,0,1,1,0,2,2
1,84.82,1,0,2,1,1,0,0,0,0
9,29.99,0,1,1,0,2,1,0,2,2
11,31.49,0,1,1,1,2,1,0,2,2
3,110.16,1,0,2,1,1,1,1,3,3
8,197.3,0,1,2,1,2,0,0,0,0
8,29.99,1,0,1,1,1,1,0,2,2
2,120.04,0,1,2,0,2,-1,0,2,2
10,223.76,1,0,3,0,1,-1,1,3,3
2,513.92,1,0,1,1,3,-1,0,2,2
9,477.87,1,0,2,0,1,0,0,0,0
12,121.61,0,1,3,0,2,-1,0,2,2
3,783.12,1,0,2,1,3,0,1,1,1
9,168.44,0,1,1,1,1,1,0,2,2
9,372.6,1,0,1,1,2,1,0,2,2
6,243.95,0,1,2,0,1,1,0,2,2
7,64.72,1,0,1,1,2,-1,0,2,2
3,29.99,1,0,2,0,2,0,0,0,0
10,268.66,1,0,1,1,2,-1,0,2,2
7,105.76,0,1,2,0,2,-1,0,2,2
1,790.36,1,1,2,1,3,-1,0,2,2
8,377.31,1,1,2,0,3,-1,0,2,2
10,107.15,0,1,1,1,1,0,0,0,0
7,166.77,1,0,2,0,2,-1,0,2,2
9,104.92,0,1,2,0,1,0,0,0,0
3,58.04,1,0,2,1,1,1,0,2,2
1,492.8,1,0,1,0,3,-1,0,2,2
3,156.3,1,0,1,0,1,1,0,2,2
12,29.99,1,0,2,0,2,-1,0,2,2
11,493.47,0,1,1,0,3,1,0,2,2
3,77.52,1,0,1,1,2,1,0,2,2
2,142.45,0,1,1,1,1,0,0,0,0
10,168.97,1,0,2,0,2,-1,1,3,3
12,77.34,1,0,1,1,2,-1,0,2,2
3,29.99,1,0,1,0,2,1,0,2,2
9,51.21,1,0,1,0,1,-1,0,2,2
1,234.3,0,1,1,0,2,-1,0,2,2
2,38.32,0,1,3,1,2,1,1,3,3
3,558.27,1,0,1,1,1,-1,0,2,2
3,39.33,0,1,2,0,1,1,0,2,2
1,167.6,0,1,2,1,1,1,0,2,2
9,382.18,1,0,2,0,2,1,0,2,2
8,66.07,0,1,2,0,1,0,0,0,0
10,389.14,1,0,2,0,3,-1,0,2,2
5,52.2,1,0,2,0,1,1,0,2,2
11,92.46,1,0,3,1,2,0,0,0,0
4,484.9,0,1,1,0,3,1,0,2,2
8,667.49,0,1,2,1,1,0,0,0,0
12,911.23,0,1,3,1,1,-1,0,2,2
1,625.09,1,1,1,1,2,0,0,0,0
1,54.2,0,1,2,1,1,1,1,3,3
