,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion
41426,4,600.38,0,1,3,1,1,1,0
44601,1,275.22,1,0,1,0,1,-1,0
21810,11,229.73,0,1,2,1,2,-1,0
39673,6,181.09,1,0,1,1,2,1,0
9004,10,187.45,1,0,1,1,1,-1,0
29874,9,75.32,0,1,3,1,2,-1,0
54770,1,777.09,0,1,2,1,2,-1,0
42730,4,212.75,0,1,2,1,1,-1,0
31834,5,29.99,0,1,1,1,2,1,0
45056,4,335.07,0,1,1,0,1,1,1
20910,1,327.72,1,0,2,0,1,1,0
9540,11,59.09,1,0,3,1,2,1,0
62853,9,34.91,0,1,2,0,1,0,0
51342,10,183.34,0,1,2,1,1,1,0
28626,10,142.4,1,0,1,1,2,-1,0
22834,10,29.99,0,1,1,1,2,0,0
19504,9,36.85,1,0,3,0,2,1,0
9096,8,29.99,1,0,1,1,1,0,0
26179,10,29.99,1,0,1,0,1,1,0
48372,4,146.98,1,0,2,0,2,1,1
40861,3,63.73,0,1,2,0,2,0,0
25935,3,77.45,1,0,3,0,1,0,0
25123,12,43.16,1,0,1,1,1,-1,0
52961,2,352.37,0,1,1,0,3,1,0
43859,4,29.99,0,1,3,1,2,0,1
31863,12,520.15,1,1,3,1,3,1,0
3506,10,85.21,1,0,1,1,1,1,0
11372,3,126.96,0,1,1,1,1,-1,0
7459,7,101.92,1,0,3,0,2,-1,0
54207,4,185.31,1,0,2,1,2,0,0
6147,1,233.92,1,0,3,0,1,0,1
15283,4,254.27,1,0,2,0,3,1,0
61139,10,29.99,0,1,1,1,2,1,0
10967,3,330.02,0,1,2,1,1,1,0
19134,1,29.99,0,1,1,0,1,1,0
27851,9,106.61,1,0,1,0,1,1,0
33623,4,426.37,1,1,3,1,3,-1,0
61775,10,400.73,1,1,1,0,1,0,0
665,9,29.99,0,1,1,1,1,-1,0
7029,2,254.19,1,0,2,1,3,0,0
3275,9,127.62,0,1,1,1,2,1,0
35377,5,57.26,0,1,1,1,1,1,0
51758,3,60.38,0,1,1,1,2,0,0
7352,9,29.99,0,1,2,1,2,0,0
49183,10,151.42,1,0,1,0,2,1,0
12772,3,29.99,0,1,1,0,2,0,0
60806,4,639.17,1,0,1,1,1,0,0
33185,4,354.87,1,0,1,0,1,-1,1
11526,11,214.44,1,0,2,0,1,0,0
20733,7,203.66,1,0,2,1,3,-1,0
3169,10,284.59,1,0,1,0,1,0,0
6332,10,429.63,0,1,2,0,2,0,0
25169,4,204.11,0,1,1,1,2,1,0
42842,3,1357.3,0,1,1,1,1,0,0
39550,3,190.76,1,0,1,1,2,-1,0
62280,6,29.99,1,0,2,1,1,1,0
20428,2,37.07,1,0,3,0,1,0,0
55653,9,82.67,1,0,1,0,1,0,1
9598,9,29.99,0,1,2,0,1,1,0
9390,6,54.71,0,1,3,0,1,-1,0
38204,8,52.0,1,0,2,0,1,-1,1
717,4,53.42,0,1,1,0,2,-1,0
8714,4,198.0,0,1,2,1,1,0,0
58068,2,29.99,1,0,2,0,1,1,0
43425,6,183.4,0,1,1,0,2,0,0
55314,6,328.42,0,1,1,1,3,0,0
63594,4,55.19,0,1,1,1,2,-1,1
38295,9,29.99,1,0,2,1,1,1,1
25078,9,29.99,1,0,2,1,2,-1,0
51837,4,249.04,0,1,2,1,2,0,0
51908,1,197.58,0,1,2,1,1,-1,0
57663,2,304.13,0,1,1,0,2,-1,0
5614,4,265.41,1,1,1,1,1,1,0
55707,9,123.42,1,0,1,1,2,1,0
27681,6,284.88,1,0,2,0,2,1,1
33970,1,141.08,0,1,2,1,2,1,1
26242,11,119.51,1,0,3,1,2,-1,0
57447,1,92.4,0,1,2,1,1,-1,0
13536,11,77.84,0,1,2,1,2,0,0
51602,8,592.46,1,1,2,1,3,-1,0
2892,3,971.02,0,1,2,1,2,-1,0
15629,8,740.23,1,1,1,1,2,1,1
41916,5,437.68,1,0,1,0,1,0,0
43279,7,29.99,0,1,2,0,1,1,1
59669,5,91.51,0,1,1,0,2,0,0
49612,10,207.78,0,1,1,1,2,1,0
6904,4,176.52,1,0,2,0,2,-1,0
50757,4,510.36,1,0,3,1,1,0,0
16722,1,660.87,0,1,1,1,1,-1,1
9163,2,495.72,1,1,1,0,1,1,0
33156,1,29.99,0,1,2,1,2,1,0
58609,6,311.21,1,1,1,0,1,0,1
56773,3,29.99,1,0,1,0,1,-1,0
4702,10,286.95,1,0,1,1,2,1,0
42552,3,35.5,1,0,3,1,1,1,0
8842,2,332.15,1,0,1,0,3,-1,0
46302,6,203.59,0,1,2,0,2,0,0
59553,11,68.35,1,0,3,1,1,-1,0
31240,1,397.08,0,1,2,0,2,0,0
21133,3,291.43,1,0,1,0,2,0,0
17301,10,76.92,1,0,1,0,2,0,0
43939,2,668.66,0,1,2,1,3,1,0
46975,4,53.0,0,1,2,0,2,1,0
14137,6,123.53,1,0,3,0,2,0,1
15414,2,316.31,0,1,1,0,1,0,0
16983,9,666.12,1,0,3,1,3,-1,0
13900,11,41.63,1,0,2,0,2,0,0
25065,12,334.04,0,1,1,0,2,1,0
40715,1,276.07,0,1,1,1,2,1,1
3008,1,29.99,0,1,2,1,1,0,1
9904,12,333.49,1,1,3,0,2,1,0
30715,6,94.27,0,1,2,1,1,0,0
7756,3,297.88,0,1,3,0,2,0,1
52611,4,29.99,1,0,1,0,2,0,1
27635,7,38.82,1,0,1,1,1,1,0
22776,1,29.99,1,0,2,0,2,0,0
56355,2,118.65,1,0,3,0,1,0,0
63877,5,155.89,0,1,1,0,1,1,0
39891,12,517.59,1,0,3,1,2,1,0
44698,1,344.05,1,1,1,0,1,-1,0
36924,1,106.84,1,0,1,0,1,1,0
34545,12,423.61,1,0,3,0,3,1,0
61725,3,346.88,1,1,2,0,2,-1,1
28143,5,466.7,1,1,3,0,1,0,0
24461,2,549.03,0,1,3,1,1,-1,0
56540,5,70.18,1,0,1,0,2,1,1
27251,4,457.54,0,1,3,1,2,-1,0
28570,8,153.34,0,1,1,1,2,0,0
16752,10,82.81,0,1,2,0,1,0,0
45304,1,1680.67,1,0,1,1,2,1,0
60788,2,29.99,1,0,1,0,1,1,0
30594,9,49.91,0,1,1,1,1,1,0
52067,3,161.81,0,1,1,1,1,0,0
5781,10,29.99,1,0,3,1,2,0,1
57692,6,244.99,1,1,3,0,1,-1,0
1836,4,29.99,1,0,3,0,1,0,0
20684,1,579.9,0,1,1,1,3,1,0
62484,1,161.05,1,0,2,0,1,1,0
17761,10,352.23,1,1,2,0,2,0,0
29617,7,123.32,0,1,1,0,2,1,0
22287,2,29.99,1,0,1,1,2,1,0
56410,8,43.11,0,1,2,0,2,0,0
16528,1,431.19,1,0,1,0,3,-1,0
22775,3,179.88,0,1,1,1,2,1,0
54132,3,71.68,0,1,1,1,1,-1,0
16357,5,233.71,0,1,2,0,1,-1,1
11547,3,572.3,1,0,1,1,1,-1,1
6272,2,29.99,0,1,1,1,1,0,1
62858,7,243.47,1,0,2,1,1,-1,0
23321,10,536.91,0,1,1,1,3,0,0
40634,1,56.16,1,0,2,0,2,0,0
53074,10,144.18,0,1,2,1,2,1,0
36578,9,29.99,1,0,1,1,1,0,0
4812,1,84.61,1,0,1,0,1,1,0
46427,4,354.32,0,1,1,1,1,-1,1
1112,2,326.2,1,0,2,1,2,0,1
19321,1,537.89,1,0,2,1,1,-1,0
37350,3,494.56,0,1,1,1,3,-1,1
25898,11,64.85,1,0,1,1,2,0,0
52588,5,102.25,1,0,1,0,1,0,0
19768,3,136.14,1,0,1,0,1,1,0
22379,2,623.14,1,1,1,1,3,1,1
24821,7,29.99,1,0,2,0,1,0,0
55459,10,186.47,0,1,3,1,1,0,0
40326,4,83.93,1,0,1,1,2,0,0
50091,11,262.99,1,1,1,0,1,1,1
52010,8,156.49,1,0,2,0,1,-1,0
11017,2,31.29,0,1,3,1,1,1,0
50709,11,112.1,0,1,3,0,2,0,1
38017,3,137.23,0,1,2,0,2,1,0
38619,12,94.52,1,0,1,1,1,0,0
42197,4,1587.28,1,1,2,1,1,-1,0
51282,9,629.67,1,0,1,1,3,0,0
246,5,159.41,0,1,1,1,2,1,1
25218,6,38.99,1,0,1,1,2,0,0
35881,10,54.75,1,0,2,1,2,0,0
34712,5,62.83,1,0,2,0,1,-1,0
43320,9,413.92,1,0,3,1,2,1,0
37140,10,72.8,0,1,1,1,1,0,0
60517,2,186.87,1,0,1,0,2,-1,0
23329,10,101.22,0,1,2,1,2,0,0
56626,6,964.65,0,1,1,1,3,-1,0
25281,10,29.99,0,1,3,0,1,0,0
39921,1,29.99,0,1,1,0,1,1,0
30292,1,244.12,1,1,3,1,1,1,0
55397,8,246.37,0,1,1,0,1,0,0
24270,1,239.0,1,0,1,1,1,-1,1
19842,2,29.99,0,1,2,0,1,1,1
10579,3,35.92,1,0,2,1,2,0,0
46658,9,254.68,1,1,2,1,2,1,0
164,12,284.54,1,1,1,0,1,-1,0
24781,10,29.99,0,1,2,0,1,0,0
37346,7,345.91,1,0,1,0,2,1,0
21651,2,75.43,1,0,1,0,2,1,0
49835,8,364.03,0,1,2,0,2,1,0
4510,11,29.99,1,0,2,1,2,-1,0
36474,9,289.89,1,1,2,0,2,-1,0
57595,1,147.47,0,1,2,0,2,-1,0
49055,6,93.71,0,1,1,0,2,0,0
7060,2,607.57,0,1,1,1,1,-1,0
36181,3,542.93,0,1,1,1,2,0,0
57735,6,35.04,0,1,1,0,2,-1,0
22128,6,910.27,1,1,1,1,3,0,0
44959,10,133.83,1,0,2,0,1,1,0
17830,4,233.23,0,1,3,0,1,0,1
19288,6,29.99,1,0,3,1,1,1,0
24976,4,106.06,1,0,1,1,2,0,0
24624,2,723.99,1,0,3,1,1,1,0
7045,11,748.25,1,1,1,1,1,1,0
33792,11,216.77,1,0,2,0,1,0,0
396,7,68.86,0,1,1,0,2,0,0
36831,2,194.85,0,1,2,0,1,0,0
40153,8,64.39,1,0,2,1,2,1,0
39604,10,142.19,1,0,2,1,1,1,0
28914,9,219.47,1,1,1,0,2,-1,0
52252,6,670.63,0,1,2,1,3,1,0
63572,1,248.71,1,0,2,1,2,0,0
36611,4,138.06,0,1,1,0,1,1,1
1153,2,35.47,1,0,1,0,1,-1,0
9339,9,180.9,1,0,3,1,1,1,0
44302,5,122.66,1,0,3,0,1,-1,0
13230,9,29.99,1,0,1,1,2,1,0
35213,10,69.94,1,0,1,1,1,0,0
48219,9,69.22,0,1,2,0,1,1,0
14320,3,185.3,0,1,3,0,1,1,0
37555,12,97.16,0,1,1,0,2,1,0
10097,9,233.51,0,1,1,0,2,0,0
16337,9,143.0,0,1,1,0,2,0,0
55973,11,46.01,1,0,1,1,1,1,0
49012,1,878.42,0,1,1,1,1,1,0
3711,5,730.87,1,1,2,1,2,1,0
3668,10,301.24,1,0,2,0,1,-1,0
61606,2,216.59,1,0,2,0,3,1,0
57818,11,117.37,0,1,1,1,2,-1,0
19430,3,283.3,0,1,3,0,2,1,0
45815,3,29.99,1,0,2,0,2,1,0
46095,9,69.73,0,1,1,0,1,1,1
34830,11,160.47,0,1,1,0,1,1,0
62572,3,795.06,0,1,1,1,3,0,1
18143,6,812.25,0,1,2,1,1,1,0
25573,6,154.4,1,0,1,1,2,1,0
3157,8,475.99,1,0,3,1,1,-1,0
52872,8,41.3,0,1,1,1,2,-1,1
59727,7,508.3,1,1,1,1,3,0,0
55265,5,430.19,1,0,3,0,3,1,0
27862,1,138.27,0,1,2,1,2,-1,0
23262,4,83.8,1,0,2,1,2,-1,0
9209,1,360.75,1,0,1,1,1,1,1
32842,8,138.59,0,1,1,1,2,-1,0
59469,3,29.99,1,0,1,1,1,-1,0
14046,11,39.24,1,0,1,0,1,0,0
13485,10,189.89,1,0,1,0,1,1,1
50488,4,457.0,0,1,1,0,2,1,0
43809,4,29.99,1,0,1,1,2,0,0
53889,3,29.99,1,0,1,0,2,1,0
42584,7,53.89,0,1,2,1,2,0,0
7499,2,345.82,1,0,2,0,2,-1,0
35850,10,166.5,1,0,1,0,1,1,0
14313,2,177.05,0,1,1,0,2,0,0
50644,7,29.99,1,0,2,1,2,1,0
40084,2,94.27,0,1,2,1,1,-1,0
3140,2,86.08,1,0,1,0,1,-1,1
47749,5,1311.18,1,1,1,1,1,1,1
24865,8,29.99,0,1,3,1,2,-1,0
12065,2,238.34,0,1,3,1,2,1,0
2308,10,29.99,1,0,1,0,2,-1,0
13511,8,453.27,1,1,2,0,1,1,0
29197,12,213.27,1,0,3,1,1,-1,0
40818,10,321.64,1,1,3,0,2,1,0
189,1,720.17,1,1,2,1,2,-1,0
59039,5,393.02,0,1,2,1,2,1,0
35763,2,84.89,0,1,2,0,1,1,0
6506,6,466.82,1,1,3,1,3,-1,0
56962,7,111.98,1,0,3,1,2,-1,1
55909,7,402.41,1,0,3,1,1,1,1
35790,2,612.1,1,1,1,1,2,-1,0
14175,5,260.06,0,1,1,0,2,1,0
39806,1,30.82,1,0,1,0,2,1,0
6137,10,277.88,0,1,3,0,2,-1,0
23496,10,206.22,0,1,2,0,3,1,0
62388,10,155.25,0,1,2,0,1,-1,0
63217,5,259.66,1,0,2,1,1,1,1
7757,1,54.8,1,0,1,1,2,-1,0
3281,7,78.06,0,1,2,0,2,-1,0
30274,1,46.41,1,0,2,0,2,0,0
43323,1,298.56,1,0,2,0,1,0,0
54280,2,181.58,0,1,1,1,2,-1,0
50744,5,826.64,0,1,3,1,3,1,0
19893,8,539.55,1,0,1,1,3,-1,0
11537,6,482.17,0,1,2,0,3,1,0
24977,2,378.44,0,1,3,0,3,1,0
13165,12,82.03,1,0,1,0,1,-1,0
44763,9,356.53,1,0,2,0,2,0,0
47526,4,746.34,1,0,2,1,3,0,0
19025,1,35.72,0,1,1,1,1,0,0
33244,12,171.43,0,1,1,0,2,0,0
9808,1,678.56,1,1,2,1,1,1,0
16629,9,210.15,1,0,2,1,2,1,0
36004,10,81.52,1,0,2,0,2,1,0
61023,1,388.27,0,1,1,0,2,0,0
23968,9,224.61,1,1,3,0,1,1,1
42239,3,296.16,0,1,2,1,3,-1,1
55130,7,197.39,0,1,1,0,2,-1,0
47367,4,37.44,0,1,2,0,2,1,0
1711,11,51.31,0,1,2,1,1,-1,0
8591,9,105.19,1,0,1,0,1,-1,0
36268,12,282.65,1,1,3,0,1,1,1
21814,9,29.99,0,1,1,1,1,-1,0
60970,10,258.73,1,0,1,1,2,1,0
13857,4,78.68,0,1,2,0,2,-1,0
58135,9,71.73,1,0,1,1,1,0,0
54803,10,121.82,1,0,1,0,2,1,0
38185,10,137.09,0,1,1,0,2,1,0
19085,8,357.09,1,0,2,0,1,0,0
61803,1,947.34,1,0,2,1,2,-1,0
62328,2,29.99,0,1,3,1,2,0,0
7396,2,29.99,0,1,2,0,2,1,1
5818,3,110.97,1,0,2,0,2,1,1
18209,1,804.59,0,1,2,1,2,-1,0
27499,10,330.42,0,1,1,0,2,-1,1
14327,10,29.99,1,0,3,0,1,-1,0
53156,3,29.99,0,1,2,1,1,0,0
38004,11,161.64,1,0,3,0,2,1,0
41858,9,233.59,0,1,1,0,1,-1,1
39934,3,581.87,0,1,1,1,2,1,0
26041,4,36.61,1,0,1,1,1,-1,0
49401,5,415.49,0,1,1,0,2,0,1
56852,4,29.99,1,0,2,0,2,-1,0
48535,3,355.9,0,1,2,1,2,1,0
26710,12,86.44,1,0,1,0,2,0,0
10399,12,29.99,1,0,1,0,1,1,0
8730,3,302.06,1,1,2,1,3,0,0
42658,9,869.9,0,1,2,1,3,-1,0
2606,2,208.47,1,0,3,1,2,0,0
48313,6,275.53,1,1,2,1,2,0,1
4180,10,104.38,0,1,2,1,1,1,0
7647,3,365.79,0,1,1,0,2,-1,0
49712,10,29.99,1,0,1,0,2,0,0
44517,11,373.61,1,0,1,0,3,-1,0
46472,4,61.85,1,0,3,0,2,-1,0
47640,8,48.22,0,1,1,0,1,0,1
37192,1,110.41,1,0,2,0,2,1,0
43665,6,256.14,0,1,2,1,1,-1,1
3049,11,322.53,0,1,2,0,3,0,0
15789,2,1616.97,1,1,3,1,3,0,0
26931,4,29.99,1,0,2,0,2,0,0
46304,5,89.7,1,0,2,0,2,-1,0
16601,4,57.36,1,0,2,1,2,-1,0
52686,9,122.13,1,0,2,1,2,0,0
55603,10,100.22,1,0,2,1,1,1,0
10089,4,271.79,0,1,1,0,2,0,0
9525,2,755.48,0,1,2,1,2,1,0
35012,4,157.49,1,0,2,0,1,1,0
56727,11,135.82,1,0,2,0,1,0,0
51561,4,739.8,1,1,2,1,3,-1,0
61134,2,276.16,1,1,1,0,3,-1,0
41720,5,97.95,0,1,1,1,1,1,1
62171,9,178.98,1,0,1,0,2,0,0
24934,4,120.72,0,1,2,1,2,0,0
43295,9,147.14,0,1,1,1,2,-1,0
41246,2,610.64,1,1,1,1,3,-1,0
44427,12,385.77,0,1,1,0,3,0,0
31313,4,418.64,0,1,1,0,1,-1,0
42055,3,95.15,1,0,2,0,2,-1,0
33788,1,334.06,1,1,1,0,1,1,0
52946,10,29.99,0,1,3,0,1,-1,0
60307,8,223.89,1,0,3,0,3,0,0
569,9,60.15,0,1,1,0,1,-1,0
29257,4,93.94,1,0,3,1,2,-1,0
47151,9,29.99,0,1,1,0,2,0,1
26128,1,41.86,1,0,2,1,1,1,1
61151,6,88.39,1,0,1,0,1,0,0
11562,3,835.36,0,1,1,1,2,0,0
39168,6,29.99,0,1,2,1,2,0,0
19365,11,29.99,1,0,1,0,2,0,0
27628,4,378.12,1,0,2,0,2,0,0
3864,6,195.31,0,1,2,0,1,0,0
20062,1,734.05,1,1,1,1,2,-1,1
45584,10,29.99,0,1,1,0,1,-1,1
52741,2,525.13,1,1,1,1,2,1,0
33395,1,1516.24,1,1,2,1,3,0,1
25994,5,153.72,1,0,3,1,2,-1,0
9470,1,192.33,1,0,1,0,2,1,0
9871,12,84.1,0,1,1,0,2,0,0
63902,3,309.39,1,1,2,0,2,1,0
45952,9,591.72,0,1,1,1,2,1,0
35025,1,394.11,1,0,1,0,1,1,0
56244,2,88.33,1,0,2,0,2,-1,0
55810,4,139.81,1,0,1,0,2,0,0
44989,2,251.89,1,1,2,0,2,1,0
40515,5,96.95,1,0,2,1,2,-1,0
11695,2,260.1,1,0,2,0,3,-1,0
29270,4,80.21,1,0,1,0,2,0,0
54197,10,61.87,1,0,2,0,2,-1,0
32133,10,312.3,1,1,1,1,3,-1,0
47260,2,65.08,1,0,2,0,2,1,0
60399,2,512.81,1,1,2,1,1,1,1
62172,8,29.99,1,0,2,1,1,0,0
59925,4,154.71,1,0,1,0,2,0,0
5046,9,29.99,0,1,3,1,2,1,0
35691,4,31.79,1,0,1,0,1,0,0
33783,4,29.99,1,0,1,1,2,-1,0
480,1,386.11,1,1,2,0,3,-1,0
41286,8,29.99,0,1,1,1,1,0,0
11011,11,413.38,0,1,1,0,2,-1,0
43916,10,29.99,0,1,1,1,2,1,0
12453,1,499.51,0,1,1,0,1,-1,0
26453,6,235.44,0,1,1,1,1,0,0
48888,11,386.09,0,1,2,0,2,-1,1
22655,4,29.99,1,0,1,1,2,1,0
2789,7,171.12,1,0,1,1,1,-1,0
16611,11,209.43,1,0,2,0,3,-1,0
51368,2,58.37,0,1,1,0,1,-1,0
37783,9,29.99,1,0,1,1,1,0,0
23861,3,701.61,0,1,2,1,2,-1,0
47603,1,211.78,1,0,1,0,1,0,1
8898,12,355.7,1,1,2,0,2,0,0
24365,1,108.52,0,1,1,0,1,0,0
6749,1,275.15,1,0,1,0,1,1,0
14421,5,112.84,0,1,3,1,2,-1,0
30051,1,431.18,1,0,2,0,1,0,0
28194,11,146.82,1,0,3,0,1,0,0
28493,10,501.61,1,0,2,1,3,0,0
36267,5,29.99,1,0,2,0,1,0,0
7488,1,315.96,1,1,1,0,1,1,0
31865,10,72.86,1,0,1,0,1,1,0
54970,2,150.18,1,0,1,1,2,-1,0
2150,8,101.67,1,0,3,0,2,0,0
60390,8,259.22,0,1,2,0,3,-1,0
35413,10,29.99,0,1,1,1,2,1,0
23192,2,954.99,1,0,1,1,2,1,1
12870,10,499.39,1,1,2,1,3,0,0
25677,6,198.02,1,0,2,0,1,-1,0
11479,4,64.66,1,0,1,0,2,-1,0
46972,9,220.22,0,1,2,1,3,1,0
9464,1,803.7,0,1,3,1,1,1,0
55097,3,479.97,1,0,2,0,3,0,0
60597,2,721.66,1,1,1,1,1,0,0
25771,8,109.92,0,1,1,1,1,-1,1
40047,6,259.56,1,0,1,0,1,0,0
53682,7,156.15,1,0,1,0,1,1,0
10450,11,261.37,1,0,2,0,2,1,1
25487,11,96.07,1,0,1,1,2,0,0
32215,8,76.94,1,0,1,0,2,0,0
14702,1,196.63,0,1,1,1,2,1,1
20335,6,422.02,1,1,3,1,3,1,1
23406,11,29.99,1,0,1,1,1,-1,1
60566,9,205.35,1,0,1,1,3,-1,0
28590,10,312.81,1,0,1,0,1,-1,0
10600,12,320.73,1,0,2,0,2,1,0
60942,3,141.9,1,0,2,1,1,1,0
3554,2,80.09,1,0,2,0,1,-1,0
59695,1,29.99,1,0,3,0,1,1,0
38262,11,190.92,1,0,1,1,1,0,0
27429,8,65.03,0,1,2,0,2,0,0
711,7,38.9,0,1,1,1,1,1,0
3818,1,77.01,1,0,1,1,2,1,0
4437,1,355.54,0,1,2,0,2,1,0
53726,10,96.09,0,1,2,1,1,0,0
10866,3,181.31,0,1,1,1,1,-1,0
10330,6,265.35,1,1,1,0,3,-1,0
26232,3,236.07,1,0,2,0,3,1,0
26928,7,290.61,1,0,1,0,3,0,0
56128,7,159.23,0,1,3,1,1,0,0
63093,9,160.2,0,1,1,0,1,0,0
16086,1,441.14,1,1,1,0,1,1,0
15982,4,80.5,1,0,1,1,1,0,0
9887,11,72.89,0,1,1,0,1,-1,0
18714,6,143.6,1,0,1,1,1,1,1
13545,4,39.89,0,1,3,1,2,0,0
30472,3,277.17,1,0,2,1,3,1,1
37827,6,36.64,0,1,2,1,1,1,0
30221,1,51.27,1,0,3,0,1,0,0
30186,3,346.57,0,1,1,0,2,0,0
35206,2,165.23,1,0,1,1,1,-1,0
2101,6,42.23,0,1,2,0,2,-1,0
25350,7,145.81,0,1,1,1,2,-1,1
8417,8,300.72,1,1,1,0,1,-1,1
48950,2,59.6,0,1,2,0,1,-1,0
39964,2,149.66,1,0,1,1,1,0,0
19909,4,85.82,1,0,2,1,2,-1,0
59239,5,29.99,1,0,1,0,2,0,0
54892,10,29.99,1,0,2,0,2,1,0
61243,5,34.35,0,1,1,0,1,1,0
40433,2,155.65,1,0,3,0,1,-1,0
24745,6,324.77,0,1,2,1,1,0,1
61737,3,109.52,0,1,1,0,1,-1,0
61279,3,29.99,0,1,2,0,2,0,0
63447,11,254.28,1,0,2,1,2,-1,1
27444,11,29.99,0,1,2,1,1,1,0
61091,3,142.6,1,0,1,1,2,1,0
25012,10,63.12,1,0,3,0,2,0,0
62095,12,252.59,0,1,2,0,1,1,0
42671,1,165.05,1,0,1,0,1,1,0
25849,9,29.99,1,0,1,1,1,0,0
48830,9,153.72,1,0,1,0,2,0,0
12982,10,29.99,1,0,1,0,1,1,0
13171,1,84.82,1,0,2,1,1,0,0
43856,9,29.99,0,1,1,0,2,1,0
56117,11,31.49,0,1,1,1,2,1,0
33094,3,110.16,1,0,2,1,1,1,1
41000,8,197.3,0,1,2,1,2,0,0
32269,8,29.99,1,0,1,1,1,1,0
53492,2,120.04,0,1,2,0,2,-1,0
51626,10,223.76,1,0,3,0,1,-1,1
22309,2,513.92,1,0,1,1,3,-1,0
40986,9,477.87,1,0,2,0,1,0,0
58658,12,121.61,0,1,3,0,2,-1,0
24843,3,783.12,1,0,2,1,3,0,1
21984,9,168.44,0,1,1,1,1,1,0
48838,9,372.6,1,0,1,1,2,1,0
6335,6,243.95,0,1,2,0,1,1,0
18562,7,64.72,1,0,1,1,2,-1,0
16872,3,29.99,1,0,2,0,2,0,0
15770,10,268.66,1,0,1,1,2,-1,0
14414,7,105.76,0,1,2,0,2,-1,0
172,1,790.36,1,1,2,1,3,-1,0
16946,8,377.31,1,1,2,0,3,-1,0
54779,10,107.15,0,1,1,1,1,0,0
51307,7,166.77,1,0,2,0,2,-1,0
63438,9,104.92,0,1,2,0,1,0,0
53676,3,58.04,1,0,2,1,1,1,0
17612,1,492.8,1,0,1,0,3,-1,0
36821,3,156.3,1,0,1,0,1,1,0
42929,12,29.99,1,0,2,0,2,-1,0
13874,11,493.47,0,1,1,0,3,1,0
34476,3,77.52,1,0,1,1,2,1,0
60373,2,142.45,0,1,1,1,1,0,0
7462,10,168.97,1,0,2,0,2,-1,1
11876,12,77.34,1,0,1,1,2,-1,0
18380,3,29.99,1,0,1,0,2,1,0
41522,9,51.21,1,0,1,0,1,-1,0
26348,1,234.3,0,1,1,0,2,-1,0
5264,2,38.32,0,1,3,1,2,1,1
23636,3,558.27,1,0,1,1,1,-1,0
12237,3,39.33,0,1,2,0,1,1,0
11481,1,167.6,0,1,2,1,1,1,0
14191,9,382.18,1,0,2,0,2,1,0
29709,8,66.07,0,1,2,0,1,0,0
31948,10,389.14,1,0,2,0,3,-1,0
14463,5,52.2,1,0,2,0,1,1,0
20532,11,92.46,1,0,3,1,2,0,0
24616,4,484.9,0,1,1,0,3,1,0
13650,8,667.49,0,1,2,1,1,0,0
19570,12,911.23,0,1,3,1,1,-1,0
16472,1,625.09,1,1,1,1,2,0,0
9208,1,54.2,0,1,2,1,1,1,1
34519,11,224.92,1,0,1,0,1,-1,0
10163,1,493.56,1,0,1,0,1,1,0
58324,1,224.3,0,1,1,0,3,1,1
50909,2,29.99,0,1,1,0,2,-1,0
4827,7,63.43,0,1,1,0,1,-1,1
48719,2,52.32,0,1,1,1,1,-1,0
53482,2,249.77,1,1,2,0,1,-1,1
46976,11,29.99,1,0,2,1,1,-1,0
2314,10,251.22,1,1,1,0,1,1,0
58059,1,553.43,0,1,2,1,3,-1,0
12517,5,117.14,0,1,1,0,2,0,0
34762,1,167.28,1,0,2,1,1,-1,0
61441,6,287.97,1,0,1,0,1,0,1
27712,4,346.55,1,1,1,1,1,-1,1
28946,6,39.85,1,0,1,1,2,0,0
6170,9,65.18,0,1,3,0,1,1,0
25763,8,491.14,1,1,2,0,1,1,0
25202,1,336.39,1,0,1,0,1,-1,0
59241,9,29.99,0,1,3,1,2,0,0
59560,10,40.35,1,0,1,1,1,0,1
15842,11,117.15,0,1,1,0,2,1,0
40439,12,46.34,1,0,1,0,1,-1,1
41016,8,84.63,1,0,1,1,1,0,1
24484,4,631.47,0,1,1,1,1,-1,0
3274,9,41.7,0,1,1,1,2,-1,0
42487,7,279.19,1,0,2,1,2,1,0
12794,1,109.69,0,1,2,1,1,0,0
30736,9,295.49,1,0,2,0,2,0,0
1534,11,124.23,1,0,1,0,2,0,0
23029,8,105.81,1,0,3,1,1,-1,0
55941,10,29.99,1,0,3,1,1,1,0
52604,6,302.39,0,1,1,0,2,1,0
32875,12,39.62,0,1,2,0,2,0,0
44010,3,50.64,0,1,3,0,2,1,0
2311,9,155.16,0,1,2,0,2,1,0
5981,10,256.28,0,1,1,1,1,1,1
30260,6,247.16,0,1,1,1,2,1,0
30685,6,29.99,1,0,1,0,1,1,0
63098,1,134.78,1,0,1,1,2,0,0
51630,2,329.35,0,1,1,0,2,-1,0
7761,2,165.48,0,1,1,1,1,-1,0
43680,2,345.6,0,1,2,0,3,0,0
39209,11,29.99,0,1,2,1,1,1,0
59839,7,351.41,0,1,1,0,3,-1,1
44166,4,29.99,0,1,2,1,2,1,0
44031,9,37.67,0,1,2,0,1,0,0
40187,3,526.15,1,0,2,1,3,1,0
30793,1,29.99,1,0,1,0,1,-1,1
39022,4,558.57,1,0,2,1,2,0,0
59630,4,391.68,0,1,2,0,2,1,0
37963,6,70.7,0,1,2,0,1,1,0
